5978,Humanitarian Coalition / Coalition Humanitaire,Humanitarian Coalition Coalition Humanitaire,6984,2018-01-01 14:39:36.717
10054,Humanitarian Opportunities For Peace And Education,Humanitarian Opportunities Peace Education,11480,2018-01-01 14:39:36.717
10957,Humanity First,Humanity First,12480,2018-01-01 14:39:36.717
12028,"Centre For Humanity Ministry, Inc",Humanity Ministry,13611,2018-01-01 14:39:36.717
339,Humber College Of Applied Arts And Technology,Humber College Applied Arts,2340,2018-01-01 14:39:36.717
339,Humber College Institute Of Technology & Advanced Learning,Humber College Institute Advanced,339,2019-09-01 14:30:42.943
732,Humber Community Seniors' Services Inc.,Humber Community Seniors,3204,2018-01-01 14:39:36.717
732,Humber Community Seniors' Services Inc,Humber Community Seniors,732,2019-09-01 14:30:42.943
1494,Humber River Family Health Team,Humber River Family Health Team,1494,2019-09-01 14:30:42.943
1982,Humber River Hospital,Humber River Hospital,1982,2019-09-01 14:30:42.943
2300,Humber River Hospital,Humber River Hospital,2333,2018-01-01 14:39:36.717
2300,Humber River Regional Hospital,Humber River Hospital,2334,2018-01-01 14:39:36.717
3501,Humber River Hospital Foundation,Humber River Hospital,4133,2018-01-01 14:39:36.717
12169,Humber River Hospital,Humber River Hospital,13760,2016-01-01 00:00:00.000
12304,Humber River Regional Hospital,Humber River Hospital,13926,2016-01-01 00:00:00.000
12304,Humber River Hospital,Humber River Hospital,14543,2017-09-01 00:00:00.000
12311,Humber River Hospital,Humber River Hospital,13933,2016-01-01 00:00:00.000
12312,Humber River Hospital,Humber River Hospital,13934,2016-01-01 00:00:00.000
12354,Humber River Regional Hospital,Humber River Hospital,13984,2016-01-01 00:00:00.000
12354,Humber River Hospital,Humber River Hospital,14542,2017-09-01 00:00:00.000
12605,Humber River Regional Hospital,Humber River Hospital,14291,2016-10-01 00:00:00.000
12605,Humber River Hospital,Humber River Hospital,14483,2017-07-01 00:00:00.000
12924,Humber River Hospital,Humber River Hospital,14778,2018-12-01 00:00:00.000
13090,Humber River Hospital,Humber River Hospital,15193,2020-09-09 00:00:00.000
13091,Humber River Hospital,Humber River Hospital,15194,2020-09-09 00:00:00.000
11328,Humber River Shakespeare Festival,Humber River Shakespeare Festival,12872,2018-01-01 14:39:36.717
4587,Humber River Regional Volunteer Association,Humber River Volunteer,5424,2018-01-01 14:39:36.717
7414,Humberlea Worship Centre,Humberlea Worship,8552,2018-01-01 14:39:36.717
4468,Humewood House Association,Humewood House,5289,2018-01-01 14:39:36.717
10682,Hungarian Canadian Community Services (Ontario),Hungarian Canadian Community Ontario,12176,2018-01-01 14:39:36.717
9646,Hungarian Canadian Cultural Centre-(Hungarian House),Hungarian Canadian Cultural Hungarian House,11020,2018-01-01 14:39:36.717
8975,The Hunger Project,Hunger Project,10272,2018-01-01 14:39:36.717
6566,Hunt Club / Riverside Community Services Centre Inc.,Hunt Riverside Community,7623,2018-01-01 14:39:36.717
12974,Hunter Douglas Canada L.P.,Hunter Douglas Canada,14862,2019-04-01 00:00:00.000
4173,Huntington Society Of Canada,Huntington Canada,4943,2018-01-01 14:39:36.717
3682,Huntington University,Huntington University,4352,2018-01-01 14:39:36.717
227,Town Of Huntsville,Huntsville,227,2019-09-01 14:30:42.943
5881,Huntsville And District Co-Operative Nursery School Inc.,Huntsville District Cooperative Nursery School,6879,2018-01-01 14:39:36.717
6482,Huntsville District Memorial Hospital Foundation,Huntsville District Memorial Hospital,7529,2018-01-01 14:39:36.717
7903,Huntsville District Memorial Hospital Auxiliary,Huntsville District Memorial Hospital Auxiliary,9089,2018-01-01 14:39:36.717
828,Huntsville District Nursing Home Inc.,Huntsville District Nursing Home,3984,2018-01-01 14:39:36.717
828,Huntsville District Nursing Home Inc,Huntsville District Nursing Home,828,2019-09-01 14:30:42.943
9115,Huntsville Festival Of The Arts,Huntsville Festival Arts,10426,2018-01-01 14:39:36.717
12119,Huntsville Meals-On-Wheels Inc,Huntsville Mealsonwheels,13703,2018-01-01 14:39:36.717
7570,Huron Campus Ministry Guelph,Huron Campus Ministry Guelph,8721,2018-01-01 14:39:36.717
2069,Huron Central Railway Inc,Huron Central Railway,2069,2019-09-01 14:30:42.943
5584,Huron Christian School,Huron Christian School,6551,2018-01-01 14:39:36.717
1594,Huron Community Family Health Team,Huron Community Family Health Team,1594,2019-09-01 14:30:42.943
7509,Huron County Food Bank Distribution Centre,Huron County Food Distribution,8657,2018-01-01 14:39:36.717
10683,Huron County Hiv/Aids Network,Huron County Hivaids Network,12177,2018-01-01 14:39:36.717
10809,Huron Feathers,Huron Feathers,12310,2018-01-01 14:39:36.717
7914,Huron Hospice Volunteer Service,Huron Hospice Volunteer,9102,2018-01-01 14:39:36.717
7854,Huron House Boys' Home Foundation Inc.,Huron House Boys Home,9038,2018-01-01 14:39:36.717
2216,Huron Lodge Community Service Board Inc.,Huron Lodge Community,3900,2018-01-01 14:39:36.717
2216,Huron Lodge Community Service Board Inc,Huron Lodge Community,2216,2019-09-01 14:30:42.943
610,Huron Perth Catholic District School Board,Huron Perth Catholic District School,610,2019-09-01 14:30:42.943
12582,Huron Perth Healthcare Alliance,Huron Perth Healthcare,14264,2016-10-01 00:00:00.000
6524,Huron Safe Homes For Youth,Huron Safe Youth,7578,2018-01-01 14:39:36.717
11611,Huron Shores Hospice,Huron Shores Hospice,13167,2018-01-01 14:39:36.717
2605,Huron University College,Huron University College,2845,2018-01-01 14:39:36.717
11561,Huronia Community Foundation / La Fondation Communautaire Dela Huronie,Huronia Community La Fondation Communautaire Dela Huronie,13115,2018-01-01 14:39:36.717
4842,Huronia Crisis Pregnancy Centre,Huronia Crisis Pregnancy,5711,2018-01-01 14:39:36.717
11646,Huronia Cultural Campus,Huronia Cultural Campus,13202,2018-01-01 14:39:36.717
9478,Huronia Land Conservancy,Huronia Land Conservancy,10833,2018-01-01 14:39:36.717
7036,Huronia Museum,Huronia Museum,8136,2018-01-01 14:39:36.717
1748,Huronia Nurse Pracititioner Led Clinic,Huronia Nurse Pracititioner Led,1748,2019-09-01 14:30:42.943
11270,Huronia Players Theatre Group,Huronia Players Theatre,12807,2018-01-01 14:39:36.717
10642,Huronia Symphony Incorporated,Huronia Symphony,12131,2018-01-01 14:39:36.717
12015,Huronia Trails And Greenways,Huronia Trails Greenways,13598,2018-01-01 14:39:36.717
829,Huronia Transition Homes,Huronia Transition,829,2019-09-01 14:30:42.943
610,Huron-Perth Catholic District School Board,Huronperth Catholic District School,2520,2018-01-01 14:39:36.717
12433,Huron-Perth Catholic District School Board,Huronperth Catholic District School,14082,2016-05-01 00:00:00.000
12439,Huron-Perth Catholic District School Board,Huronperth Catholic District School,14088,2016-05-01 00:00:00.000
12443,Huron-Perth Catholic District School Board,Huronperth Catholic District School,14092,2016-05-01 00:00:00.000
12469,Huron-Perth Catholic District School Board,Huronperth Catholic District School,14124,2016-05-01 00:00:00.000
12472,Huron-Perth Catholic District School Board,Huronperth Catholic District School,14128,2016-05-01 00:00:00.000
12483,Huron-Perth Catholic District School Board,Huronperth Catholic District School,14139,2016-05-01 00:00:00.000
830,Huron-Perth Centre For Children And Youth,Huronperth Children Youth,830,2019-09-01 14:30:42.943
961,Huron-Perth Children'S Aid Society,Huronperth Childrens Aid,961,2019-09-01 14:30:42.943
1973,Huron-Superior Catholic District School Board,Huronsuperior Catholic District School,1973,2019-09-01 14:30:42.943
12437,Huron-Superior Catholic District School Board,Huronsuperior Catholic District School,14086,2016-05-01 00:00:00.000
12470,Huron-Superior Catholic District School Board,Huronsuperior Catholic District School,14126,2016-05-01 00:00:00.000
12476,Huron-Superior Catholic District School Board,Huronsuperior Catholic District School,14132,2016-05-01 00:00:00.000
12496,Huron-Superior Catholic District School Board,Huronsuperior Catholic District School,14159,2016-05-01 00:00:00.000
580,Hutton House Association For Adults With Disabilities,Hutton House Adults With Disabilities,580,2019-09-01 14:30:42.943
12923,"Hyatt Hotels Of Canada Inc, King Street Hospitality Lp Dba Hyatt Regency Toronto",Hyatt Canada King Lp Dba Hyatt Regency Toronto,14776,2018-12-01 00:00:00.000
12923,Hyatt Regency Toronto,Hyatt Regency Toronto,15210,2020-12-01 23:16:58.260
12781,Hydro Extrusions Canada Inc.,Hydro Extrusions Canada,15197,2020-10-01 00:00:00.000
12283,Hydro One Inc,Hydro One,13900,2016-01-01 00:00:00.000
12283,Hydro One Cso,Hydro One Cso,15198,2020-10-01 00:00:00.000
12013,Hydro One Employees' And Pensioners' Charity Trust Fund,Hydro One Employees Pensioners Charity Trust Fund,13596,2018-01-01 14:39:36.717
1945,Hydro One Networks Inc,Hydro One Networks,1945,2019-09-01 14:30:42.943
12744,Hydro Ottawa Ltd,Hydro Ottawa,14501,2017-07-01 00:00:00.000
6833,Hydrocephalus Canada,Hydrocephalus Canada,9907,2018-01-01 14:39:36.717
1454,Hydrogenics Corporation,Hydrogenics,1454,2019-09-01 14:30:42.943
7634,Hymers Agricultural Society,Hymers Agricultural,8794,2018-01-01 14:39:36.717
5602,Hypertension Canada,Hypertension Canada,6569,2018-01-01 14:39:36.717
1571,Hyundai L&C Canada Inc,Hyundai Lc Canada,1571,2019-09-01 14:30:42.943
4938,I Am Compelled,I Am Compelled,5821,2018-01-01 14:39:36.717
12051,I Believe Network,I Believe Network,13634,2018-01-01 14:39:36.717
10089,I Can Therapeutic Equestrian Riding Association Of Niagara Inc.,I Can Therapeutic Equestrian Riding Niagara,11517,2018-01-01 14:39:36.717
8418,I Challenge Diabetes,I Challenge Diabetes,9661,2018-01-01 14:39:36.717
11941,I Furiosi Baroque Ensemble,I Furiosi Baroque Ensemble,13523,2018-01-01 14:39:36.717
7891,Ian Anderson House Foundation,Ian Anderson House,9077,2018-01-01 14:39:36.717
5757,Iawah Christian Ministries,Iawah Christian Ministries,6741,2018-01-01 14:39:36.717
11871,Ibm Canada Ltd. Employees' Charitable Fund,Ibm Canada Employees Charitable Fund,13441,2018-01-01 14:39:36.717
9080,Ibrahim Jame Mosque,Ibrahim Jame Mosque,10387,2018-01-01 14:39:36.717
905,Ican Independence Centre And Network,Ican Independence Network,905,2019-09-01 14:30:42.943
4642,Icej Canada Aid And Development,Icej Canada Aid,5486,2018-01-01 14:39:36.717
1338,Ices (Institute For Clinical Evaluative Sciences),Ices Institute Clinical Evaluative,1338,2019-09-01 14:30:42.943
10659,Ichthys Theatre Productions,Ichthys Theatre,12152,2018-01-01 14:39:36.717
11664,Icing Smiles Canada,Icing Smiles Canada,13220,2018-01-01 14:39:36.717
13027,Ideal Roofing Company Limited,Ideal Roofing,15025,2020-01-01 00:00:00.000
342,Idlewyld Manor,Idlewyld Manor,342,2019-09-01 14:30:42.943
10503,Igbo Charitable Association Inc.,Igbo Charitable,11970,2018-01-01 14:39:36.717
9870,Iglesia Bautista Hispana,Iglesia Bautista Hispana,11277,2018-01-01 14:39:36.717
10481,Iglesia Bautista Hispana Monte Calvario,Iglesia Bautista Hispana Monte Calvario,11947,2018-01-01 14:39:36.717
10267,Iglesia Bautista Vida Neuva,Iglesia Bautista Vida Neuva,11718,2018-01-01 14:39:36.717
10047,Iglesia Cristiana Eben-Ezer De Las Asambleas De Dios,Iglesia Cristiana Ebenezer Las Asambleas Dios,11473,2018-01-01 14:39:36.717
10907,Iglesia De Cristo Misionera Downsview Inc.,Iglesia Cristo Misionera Downsview,12425,2018-01-01 14:39:36.717
9605,Iglesia De Cristo Misionera Hamilton Inc.,Iglesia Cristo Misionera Hamilton,10975,2018-01-01 14:39:36.717
9610,Iglesia Cristo Misionera De Hamilton,Iglesia Cristo Misionera Hamilton,10980,2018-01-01 14:39:36.717
11164,Iglesia De Cristo Misionera Ottawa Inc.,Iglesia Cristo Misionera Ottawa,12699,2018-01-01 14:39:36.717
10222,Iglesia Cristo Misionera De Weston,Iglesia Cristo Misionera Weston,11663,2018-01-01 14:39:36.717
10072,Iglesia De Cristo Pentecostal,Iglesia Cristo Pentecostal,11498,2018-01-01 14:39:36.717
9911,Iglesia De Dios Alfa Y Omega,Iglesia Dios Alfa Y Omega,11323,2018-01-01 14:39:36.717
10949,"Iglesia Evangelica ""Adonai""",Iglesia Evangelica Adonai,12470,2018-01-01 14:39:36.717
10949,Iglesia Evangelica 'Adonai',Iglesia Evangelica Adonai,12471,2018-01-01 14:39:36.717
8368,Iglesia Evangelica Hispana,Iglesia Evangelica Hispana,9607,2018-01-01 14:39:36.717
10057,Iglesia Evangelica La Grey De Dios,Iglesia Evangelica La Grey Dios,11483,2018-01-01 14:39:36.717
9422,Iglesia Evangelica La Paz De Cristo,Iglesia Evangelica La Paz Cristo,10768,2018-01-01 14:39:36.717
10073,Iglesia Hacedores De Historia,Iglesia Hacedores Historia,11499,2018-01-01 14:39:36.717
8483,Iglesia Hispana Del Nazareno Bethel,Iglesia Hispana Del Nazareno Bethel,9734,2018-01-01 14:39:36.717
6471,Iglesia Ni Cristo,Iglesia Ni Cristo,7517,2018-01-01 14:39:36.717
9857,"Iglesia Pentecostal ""Cristo Viene""",Iglesia Pentecostal Cristo Viene,11258,2018-01-01 14:39:36.717
9857,Iglesia Pentecostal 'Cristo Viene',Iglesia Pentecostal Cristo Viene,11259,2018-01-01 14:39:36.717
10339,Iglesia Pentecostal El Exodo,Iglesia Pentecostal El Exodo,11795,2018-01-01 14:39:36.717
9631,Ignace Nursery School,Ignace Nursery School,11004,2018-01-01 14:39:36.717
4420,Ignatius College (Subsidiary Of The Jesuit Fathers Of Upper Canada),Ignatius College Subsidiary Jesuit Fathers Upper Canada,5341,2018-01-01 14:39:36.717
4420,Ignatius Jesuit Centre,Ignatius Jesuit,5233,2018-01-01 14:39:36.717
10257,Ignite The Spirit Of Education Foundation Inc.,Ignite Spirit Education,11704,2018-01-01 14:39:36.717
1782,Igpc Ethanol Inc,Igpc Ethanol,1782,2019-09-01 14:30:42.943
10248,Igreja Do Centro Mundial De Missoes,Igreja Do Centro Mundial Missoes,11693,2018-01-01 14:39:36.717
7587,Igreja Evangelica Vida Nova,Igreja Evangelica Vida Nova,8740,2018-01-01 14:39:36.717
8632,Igreja Presbiteriana Portuguesa,Igreja Presbiteriana Portuguesa,9899,2018-01-01 14:39:36.717
6501,Igreja Universal Do Reino De Deus,Igreja Universal Do Reino Deus,7551,2018-01-01 14:39:36.717
113,Avenue Ii Community Program Services (Thunder Bay) Inc.,Ii Community Program Thunder Bay,3566,2018-01-01 14:39:36.717
113,Avenue Ii Community Program Services Thunder Bay Inc,Ii Community Program Thunder Bay,113,2019-09-01 14:30:42.943
10672,The International Iihf Ice Hockey Federation Museum Inc,Iihf Ice Hockey Federation Museum,12166,2018-01-01 14:39:36.717
1749,Iisd Experimental Lakes Area Inc,Iisd Experimental Lakes Area,1749,2019-09-01 14:30:42.943
4829,I.L. Peretz Senior Citizen Corporation,Il Peretz Senior Citizen,5695,2018-01-01 14:39:36.717
8172,The Ilc Charitable Foundation,Ilc Charitable,9388,2018-01-01 14:39:36.717
6984,Illuminating His Word To The Nations,Illuminating His Word To Nations,8079,2018-01-01 14:39:36.717
10744,Imagination Ink,Imagination Ink,12238,2018-01-01 14:39:36.717
4951,Imagine 1 Day International Organization,Imagine 1 Day,5836,2018-01-01 14:39:36.717
3480,Imagine Canada,Imagine Canada,4109,2018-01-01 14:39:36.717
9309,Imago,Imago,10645,2018-01-01 14:39:36.717
5807,Immanuel Christian School Society Of Aylmer,Immanuel Christian School Aylmer,6796,2018-01-01 14:39:36.717
5588,Immanuel Christian School Society Of The Oshawa District,Immanuel Christian School Oshawa District,6555,2018-01-01 14:39:36.717
2840,Centre For Immigrant And Community Services,Immigrant Community,3261,2018-01-01 14:39:36.717
5244,Immigrant Services - Guelph-Wellington Inc.,Immigrant Guelphwellington,6174,2018-01-01 14:39:36.717
5257,Immigrant Women Services Ottawa,Immigrant Women Ottawa,6188,2018-01-01 14:39:36.717
3328,Immigrants Working Centre (Hamilton),Immigrants Working Hamilton,4043,2018-01-01 14:39:36.717
11034,Impact Canada,Impact Canada,12560,2018-01-01 14:39:36.717
7270,Impact First International Association,Impact First,8392,2018-01-01 14:39:36.717
1431,Impact Residential Services Of Grenville County,Impact Grenville County,1431,2019-09-01 14:30:42.943
3797,Impact Malawi,Impact Malawi,4495,2018-01-01 14:39:36.717
11970,Impacting Asia Ministries,Impacting Asia Ministries,13552,2018-01-01 14:39:36.717
12736,Imperial Oil,Imperial Oil,14488,2017-07-01 00:00:00.000
12736,"Imperial Oil, Downstream And Chemical Division",Imperial Oil Downstream Chemical Division,14952,2019-08-01 00:00:00.000
12736,"Imperial Oil, Downstream And Chemicals Division",Imperial Oil Downstream Chemicals Division,14968,2019-09-01 00:00:00.000
12095,"Imperial Oil Employees Charity Trust,",Imperial Oil Employees Charity Trust,13679,2018-01-01 14:39:36.717
9082,Imperial Order Daughters Of The Empire,Imperial Order Daughters Empire,10389,2018-01-01 14:39:36.717
3513,The In Community,In Community,4146,2018-01-01 14:39:36.717
2143,Partners In Employment (Perth County),In Employment Perth County,2143,2019-09-01 14:30:42.943
10282,In His Footprints Ministries,In His Footprints Ministries,11735,2018-01-01 14:39:36.717
10398,In His Presence Apostolic Ministries,In His Presence Apostolic Ministries,11857,2018-01-01 14:39:36.717
8117,In Honour Of The Ones We Love Inc.,In Honour Ones We Love,9326,2018-01-01 14:39:36.717
4453,Invest In Kids,In Kids,5272,2018-01-01 14:39:36.717
6135,Partners In Mission Food Bank,In Mission Food,7161,2018-01-01 14:39:36.717
12395,Logistics In Motion,In Motion,14039,2016-03-01 00:00:00.000
11466,In The Orchard Programming For The Arts,In Orchard Programming Arts,13014,2018-01-01 14:39:36.717
2264,The Centre In The Square Inc,In Square,2272,2018-01-01 14:39:36.717
8567,Business In The Streets,In Streets,9825,2018-01-01 14:39:36.717
2724,In Touch Ministries Of Canada,In Touch Ministries Canada,3030,2018-01-01 14:39:36.717
343,Ina Grafton Gage Home,Ina Grafton Gage Home,3216,2018-01-01 14:39:36.717
343,Ina Grafton Gage Home Of Toronto,Ina Grafton Gage Home Toronto,14444,2017-05-01 00:00:00.000
343,Ina Grafton Gage Home Toronto,Ina Grafton Gage Home Toronto,343,2019-09-01 14:30:42.943
8998,Inanna Publications & Education Inc.,Inanna Publications Education,10295,2018-01-01 14:39:36.717
2940,Inas (Canada),Inas Canada,3340,2018-01-01 14:39:36.717
2986,Incarnation Of Our Blessed Lord,Incarnation Our Blessed Lord,10789,2018-01-01 14:39:36.717
11932,Incense Ministries Inc.,Incense Ministries,13514,2018-01-01 14:39:36.717
3421,Incharge Debt Solutions Canada,Incharge Debt Canada,4044,2018-01-01 14:39:36.717
9233,Independence Plus Housing Corporation,Independence Plus Housing,10558,2018-01-01 14:39:36.717
9524,Independent Assemblies Of God International (Canada),Independent Assemblies God Canada,10887,2018-01-01 14:39:36.717
12287,Independent Electricity System Operator,Independent Electricity System Operator,13906,2016-01-01 00:00:00.000
5684,The Independent Filmmakers Co-Operative Of Ottawa Inc.,Independent Filmmakers Cooperative Ottawa,6660,2018-01-01 14:39:36.717
5544,Independent Living Canada/Vie Autonome Canada,Independent Living Canadavie Autonome Canada,6506,2018-01-01 14:39:36.717
161,Centre For Independent Living In Toronto (C.I.L.T.) Inc.,Independent Living In Toronto Cilt,4694,2018-01-01 14:39:36.717
161,Centre For Independent Living In Toronto (Cilt) Inc,Independent Living In Toronto Cilt,161,2019-09-01 14:30:42.943
2733,Independent Living Centre Kingston,Independent Living Kingston,3046,2018-01-01 14:39:36.717
6775,Independent Living Centre London And Area,Independent Living London Area,7850,2018-01-01 14:39:36.717
7557,Independent Living Resource Centre Corp.,Independent Living Resource,8707,2018-01-01 14:39:36.717
6387,Independent Living Resource Centre Thunder Bay,Independent Living Resource Thunder Bay,7431,2018-01-01 14:39:36.717
115,Independent Living Services Of Simcoe County And Area,Independent Living Simcoe County Area,115,2019-09-01 14:30:42.943
344,Independent Living Centre Of Waterloo Region,Independent Living Waterloo Region,344,2019-09-01 14:30:42.943
12522,Independent Plumbing & Heating Contractors Assn,Independent Plumbing Heating Contractors,14197,2016-07-01 00:00:00.000
12522,Independent Plumbing & Heating Contractors Association,Independent Plumbing Heating Contractors,14912,2019-07-01 00:00:00.000
12522,Independent Plumbing And Heating Contractors' Association,Independent Plumbing Heating Contractors,15196,2020-10-01 00:00:00.000
7075,Independent Production Fund/Fonds Indepentant De Production,Independent Production Fundfonds Indepentant Production,8178,2018-01-01 14:39:36.717
12635,Independent Unionized Landscape Contractors' Assocation,Independent Unionized Landscape Contractors Assocation,14325,2016-11-01 00:00:00.000
12635,Independent Unionized Landscaping Contractors Assn,Independent Unionized Landscaping Contractors,14948,2019-08-01 00:00:00.000
346,India Rainbow Community Services Of Peel,India Rainbow Community Peel,3500,2018-01-01 14:39:36.717
2671,Indian Friendship Centre In Parry Sound,Indian Friendship In Parry Sound,6592,2018-01-01 14:39:36.717
2972,The Indian Friendship Centre In Sault Ste. Marie,Indian Friendship In Sault Ste Marie,3384,2018-01-01 14:39:36.717
8382,Indian River Reptile Zoo,Indian River Reptile Zoo,9621,2018-01-01 14:39:36.717
3808,Indian Youth Friendship Society,Indian Youth Friendship,4508,2018-01-01 14:39:36.717
8911,Indigenous Culture And Media Innovations,Indigenous Culture Media Innovations,10198,2018-01-01 14:39:36.717
2097,Indigenous Diabetes Health Circle,Indigenous Diabetes Health Circle,2097,2019-09-01 14:30:42.943
5912,Indigenous Learning Centre (Ilc),Indigenous Ilc,6911,2018-01-01 14:39:36.717
1667,Indigenous Institutes Consortium,Indigenous Institutes Consortium,1667,2019-09-01 14:30:42.943
7167,Centre For Indigenous Theatre,Indigenous Theatre,8284,2018-01-01 14:39:36.717
5003,Indigo Love Of Reading Foundation / Fondation Indigo Pour L'Amour De La Lecture,Indigo Love Reading Fondation Indigo Pour Lamour La Lecture,5897,2018-01-01 14:39:36.717
11717,Indo-Canadian Community Centre,Indocanadian Community,13273,2018-01-01 14:39:36.717
2314,Indspire,Indspire,2353,2018-01-01 14:39:36.717
346,Indus Community Services,Indus Community,346,2019-09-01 14:30:42.943
5011,Industrial Accident Victims Group Of Ontario,Industrial Accident Victims Ontario,5905,2018-01-01 14:39:36.717
3552,The Industry-Education Council (Hamilton-Wentworth),Industryeducation Hamiltonwentworth,4196,2018-01-01 14:39:36.717
1296,Indwell Community Homes,Indwell Community,1296,2019-09-01 14:30:42.943
12389,Inergi L.P.,Inergi,14593,2018-02-01 00:00:00.000
12406,Inergi Cso (Formerly Vertex Customer Management (Canada) Ltd),Inergi Cso Formerly Vertex Customer Management Canada,14051,2016-04-01 00:00:00.000
12389,Inergi L P,Inergi L P,14025,2016-02-01 00:00:00.000
2331,Infertility Network Association,Infertility Network,2378,2018-01-01 14:39:36.717
2840,Centre For Information And Community Services Of Ontario,Information Community Ontario,3198,2018-01-01 14:39:36.717
6231,Information Hamilton,Information Hamilton,7554,2018-01-01 14:39:36.717
9663,Information Markham,Information Markham,11038,2018-01-01 14:39:36.717
6087,Information Niagara Inc.,Information Niagara,7105,2018-01-01 14:39:36.717
6140,Information Orillia Inc.,Information Orillia,7166,2018-01-01 14:39:36.717
1790,Infrastructure Health And Safety Association,Infrastructure Health Safety,1790,2019-09-01 14:30:42.943
8218,Ingamo Family Homes Woodstock Inc,Ingamo Family Woodstock,9438,2018-01-01 14:39:36.717
7207,Ingersoll Choral Society,Ingersoll Choral,8327,2018-01-01 14:39:36.717
9923,Ingersoll Creative Arts Centre,Ingersoll Creative Arts,11337,2018-01-01 14:39:36.717
1586,Ingersoll Nurse Practitioner-Led Clinic,Ingersoll Nurse Practitionerled,1586,2019-09-01 14:30:42.943
8406,Ingersoll Pastoral Charge,Ingersoll Pastoral Charge,9646,2018-01-01 14:39:36.717
6396,Ingersoll Services For Seniors,Ingersoll Seniors,7440,2018-01-01 14:39:36.717
1335,Ingersoll Support Services Inc,Ingersoll Support,1335,2019-09-01 14:30:42.943
4283,Inglenook Creche Child Care Centre Inc,Inglenook Creche Child Care,5066,2018-01-01 14:39:36.717
11916,Ingleside Newington Pastoral Charge,Ingleside Newington Pastoral Charge,13498,2018-01-01 14:39:36.717
1922,Ingredion Canada Inc,Ingredion Canada,13966,2016-01-01 00:00:00.000
1922,Ingredion Canada Corporation,Ingredion Canada,1922,2019-09-01 14:30:42.943
833,Ininew Friendship Centre,Ininew Friendship,833,2019-09-01 14:30:42.943
6521,Initiatives Of Change Association (Canada) / Association Initiatives Et Changement (Canada),Initiatives Change Initiatives Et Changement Canada Canada,7574,2018-01-01 14:39:36.717
4575,Injured Workers' Consultants,Injured Workers,5412,2018-01-01 14:39:36.717
4126,Inn From The Cold Inc.,Inn From Cold,4883,2018-01-01 14:39:36.717
3495,The Inn Of The Good Shepherd (Sarnia) Inc,Inn Good Shepherd Sarnia,4126,2018-01-01 14:39:36.717
11308,"Inn Out Of The Cold, St. Thomas - Elgin",Inn Out Cold St Thomas Elgin,12850,2018-01-01 14:39:36.717
3080,The Inn Of Windsor,Inn Windsor,3554,2018-01-01 14:39:36.717
3062,Inner City Angels,Inner City Angels,3519,2018-01-01 14:39:36.717
1579,Inner City Family Health Team,Inner City Family Health Team,1579,2019-09-01 14:30:42.943
5073,Inner City Outreach,Inner City Outreach,5977,2018-01-01 14:39:36.717
8785,Inner-City Home Of Sudbury,Innercity Home Sudbury,10067,2018-01-01 14:39:36.717
10419,The Inneredge-Inner Educational Group Experience Youth Program,Inneredgeinner Educational Experience Youth Program,11880,2018-01-01 14:39:36.717
8008,Innerkip Cemetery Company,Innerkip Cemetery,9207,2018-01-01 14:39:36.717
9311,Innerkip Seniors Apartments Incorporated,Innerkip Seniors Apartments,10647,2018-01-01 14:39:36.717
9618,Innocence Canada Foundation,Innocence Canada,10988,2018-01-01 14:39:36.717
12651,Innocon Inc,Innocon,14352,2017-01-01 00:00:00.000
6547,Innova Classical Christian Academy,Innova Classical Christian,7601,2018-01-01 14:39:36.717
2033,Innovative Community Support Services,Innovative Community Support,2033,2019-09-01 14:30:42.943
9109,Centre For Inquiry - Le Centre Pour L'Enquête,Inquiry Le Pour Lenquête,10419,2018-01-01 14:39:36.717
4768,Inroads International,Inroads,5629,2018-01-01 14:39:36.717
4789,The Inside Out Lesbian And Gay Film Festival Inc,Inside Out Lesbian Gay Film Festival,5650,2018-01-01 14:39:36.717
1163,Inspire - Community Support Services,Inspire Community Support,4742,2018-01-01 14:39:36.717
6449,Inspiring Minds Early Learning Centre,Inspiring Minds Early,7495,2018-01-01 14:39:36.717
2680,Inspirit Foundation,Inspirit,2966,2018-01-01 14:39:36.717
3159,Institut Du Savoir Montfort,Institut Savoir Montfort,3688,2018-01-01 14:39:36.717
7776,The Life Institute,Institute,8951,2018-01-01 14:39:36.717
3555,Institute For Advanced Judaic Studies,Institute Advanced Judaic Studies,4199,2018-01-01 14:39:36.717
8180,Institute For Advanced Talmudic And Halachic Studies,Institute Advanced Talmudic Halachic Studies,9396,2018-01-01 14:39:36.717
8931,Institute For Biblical Preaching,Institute Biblical Preaching,10220,2018-01-01 14:39:36.717
6417,The Engineering Institute Of Canada Fund,Institute Canada Fund,7462,2018-01-01 14:39:36.717
4953,Institute For Canadian Citizenship/Institut Pour La Citoyennete Canadienne,Institute Canadian Citizenshipinstitut Pour La Citoyennete Canadienne,5838,2018-01-01 14:39:36.717
4758,Institute For Christian Studies,Institute Christian Studies,5618,2018-01-01 14:39:36.717
1338,Institute For Clinical Evaluative Sciences,Institute Clinical Evaluative,2677,2018-01-01 14:39:36.717
5975,Institute Of Gurmat Studies,Institute Gurmat Studies,6979,2018-01-01 14:39:36.717
8728,Institute For Liberal Studies Inc.,Institute Liberal Studies,10009,2018-01-01 14:39:36.717
7544,Institute For Lifelong Learning (Ill),Institute Lifelong Ill,8693,2018-01-01 14:39:36.717
